Industry,Question,Mixed_DSF,Mixed_SDE,Mixed_SLED,Mixed_TGP,Mixed_ASV,Strat_DSF,Strat_SDE,Strat_SLED,Strat_TGP,Strat_ASV
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.32340425531914896,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.24710424710424705,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.25098039215686274,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.29889298892988925,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.32340425531914896,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.24710424710424705,1.0,1.0
Retail,Compare sales by customer Last fiscal year,0.0,0.48747631907463074,0.26530612244897955,1.0,1.0,0.0,0.0,0.18639575971731448,1.0,0.0
Retail,Compare sales by customer Last fiscal year,0.0,0.48747631907463074,0.26530612244897955,1.0,1.0,0.0,0.48747631907463074,0.26182965299684546,1.0,1.0
Retail,When was the last time we sold IT and telecommunication,0.0,0.408564954996109,0.30645161290322576,1.0,1.0,0.0,1.0,0.3266129032258065,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.25098039215686274,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.29889298892988925,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.32340425531914896,1.0,1.0
Retail,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,0.0,0.5720335245132446,0.39148936170212767,1.0,1.0,0.0,0.43888887763023376,0.24710424710424705,1.0,1.0
Retail,Compare sales by customer Last fiscal year,0.0,0.481391042470932,0.3111111111111111,1.0,1.0,0.0,0.0,0.18639575971731448,1.0,0.0
Retail,Compare sales by customer Last fiscal year,0.0,0.481391042470932,0.3111111111111111,1.0,1.0,0.0,0.48747631907463074,0.26182965299684546,1.0,1.0
Retail,Compare sales by customer Last year,0.0,0.49364617466926575,0.3370786516853933,1.0,1.0,0.0,0.44651490449905396,0.32131147540983607,1.0,1.0
Retail,How much revenue came through Phillip Black Last 30 days?,0.0,0.0,0.3344155844155844,1.0,1.0,0.0,0.0,0.36496350364963503,1.0,1.0
Retail,Compare sales by customer Last month,0.0,0.4820064604282379,0.3377049180327869,1.0,1.0,0.0,0.481391042470932,0.3848580441640379,1.0,1.0
Retail,What was the total invoice value for Offering fixed income funds in Last fiscal year?,0.0,0.350242018699646,0.2042682926829268,1.0,1.0,0.0,0.3792473077774048,0.24319066147859925,1.0,1.0
Service,How much did Natasha Chung spend on Home-care Service in July during last year?,0.0,0.5302005410194397,0.28034682080924855,1.0,1.0,0.0,0.489268958568573,0.3728323699421965,1.0,1.0
Service,How many Service Provisioning did we sell to James Wood Last year?,0.0,0.6260335445404053,0.31081081081081086,1.0,1.0,0.0,0.7661851048469543,0.3587301587301587,1.0,1.0
Service,Number of invoices created for Application service provisioning in This month to date?,0.0,0.5046272277832031,0.40591397849462363,1.0,1.0,0.0,0.46626317501068115,0.5815899581589958,1.0,1.0
Service,How much did Johnathan Chaney spend on Full-service restaurants in July during last year?,0.0,0.49615633487701416,0.2913533834586466,1.0,1.0,0.0,0.489268958568573,0.3904494382022472,1.0,1.0
Service,How much did Anna Chaney spend on Social Service in July during last year?,0.0,0.5302005410194397,0.3168316831683168,1.0,1.0,0.0,0.489268958568573,0.36363636363636365,1.0,1.0
Service,How much did Andrew Parker spend on Full-service restaurants in July during last year?,0.0,0.50202476978302,0.3062015503875969,1.0,1.0,0.0,0.4806913733482361,0.2974504249291785,1.0,1.0
Service,How many Service Provisioning did we sell to Leonard Bennett This fiscal year?,0.0,0.687751293182373,0.3017241379310345,1.0,1.0,0.0,0.687751293182373,0.3172413793103448,1.0,1.0
Service,Number of invoices created for Home-care Service in This year?,0.0,0.4584078788757324,0.3058823529411765,1.0,1.0,0.0,0.3447822332382202,0.4434389140271493,1.0,1.0
Service,Number of invoices created for Full-service restaurants in MTD?,0.0,0.377599835395813,0.5844155844155844,1.0,1.0,0.0,0.46626317501068115,0.5627705627705628,1.0,1.0
Service,Number of invoices created for Full-service restaurants in This quarter to date?,0.0,0.4435201585292816,0.2909930715935335,1.0,1.0,0.0,0.5115982294082642,0.2523020257826888,1.0,1.0
Service,How many Service Provisioning did we sell to Amanda Johnson in q1 this year?,0.0,0.6260335445404053,0.32668329177057354,1.0,1.0,0.0,0.7352898716926575,0.30729166666666663,1.0,1.0
Service,Number of invoices created for Legal & Professional Fees in Last year?,0.0,0.414786159992218,0.29268292682926833,1.0,1.0,0.0,0.257538765668869,0.4631578947368421,1.0,1.0
Service,How much did Kayla Lane spend on Providing 24-hour home care in July during last year?,0.0,0.5089242458343506,0.31090487238979114,1.0,1.0,0.0,0.46048596501350403,0.2564102564102564,1.0,1.0
Service,How many Service Provider did we sell to Robert Townsend in jan this year?,0.0,0.5790433287620544,0.2613981762917933,1.0,1.0,0.0,0.6642824411392212,0.2902208201892744,1.0,1.0
Service,How much did Cindy Sheppard spend on Home-care Service in July during last year?,0.0,0.47644153237342834,0.32087912087912085,1.0,1.0,0.0,0.49704602360725403,0.3198847262247838,1.0,1.0
